PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
77,3,631,1,28.5,0,0,298,7.8958,124,2,0
523,3,362,1,28.5,0,0,146,7.225,124,0,0
104,3,324,1,33.0,0,0,417,8.6542,124,2,0
310,1,208,0,30.0,0,0,488,56.9292,105,0,1
184,2,59,1,1.0,2,1,97,39.0,123,2,1
405,3,493,0,20.0,0,0,231,8.6625,124,2,0
417,2,179,0,34.0,1,1,190,32.5,124,2,1
340,1,74,1,45.0,0,0,32,35.5,125,2,0
328,2,44,0,36.0,0,0,195,13.0,77,2,1
529,3,588,1,39.0,0,0,216,7.925,124,2,0
623,3,456,1,20.0,1,1,159,15.7417,124,0,1
844,3,378,1,34.5,0,0,176,6.4375,124,0,0
201,3,670,1,28.0,0,0,261,9.5,124,2,0
302,3,420,1,28.5,2,0,368,23.25,124,1,1
305,3,697,1,28.5,0,0,437,8.05,124,2,0
420,3,667,0,10.0,0,2,262,24.15,124,2,0
853,3,77,0,9.0,1,1,174,15.2458,124,0,0
102,3,531,1,28.5,0,0,304,7.8958,124,2,0
228,3,397,1,20.5,0,0,435,7.25,124,2,0
670,1,650,0,28.5,1,0,83,52.0,49,2,1
326,1,703,0,36.0,0,0,515,135.6333,54,0,1
838,3,607,1,28.5,0,0,399,8.05,124,2,0
649,3,695,1,28.5,0,0,522,7.55,124,2,0
726,3,494,1,20.0,0,0,230,8.6625,124,2,0
883,3,152,0,22.0,0,0,419,10.5167,124,2,0
809,2,430,1,39.0,0,0,130,13.0,124,2,0
504,3,364,0,37.0,0,0,403,9.5875,124,2,0
755,2,284,0,48.0,1,2,89,65.0,124,2,1
659,2,185,1,23.0,0,0,207,13.0,124,2,0
728,3,409,0,28.5,0,0,377,7.7375,124,1,1
673,2,435,1,70.0,0,0,459,10.5,124,2,0
658,3,81,0,32.0,1,1,364,15.5,124,1,0
747,3,1,1,16.0,1,1,460,20.25,124,2,0
73,2,301,1,21.0,0,0,523,73.5,124,2,0
471,3,345,1,28.5,0,0,236,7.25,124,2,0
150,2,95,1,42.0,0,0,124,13.0,124,2,0
500,3,645,1,24.0,0,0,339,7.7958,124,2,0
142,3,477,0,22.0,0,0,281,7.75,124,2,1
662,3,41,1,40.0,0,0,145,7.225,124,0,0
306,1,10,1,0.92,1,2,31,151.55,52,2,1
286,3,632,1,33.0,0,0,317,8.6625,124,0,0
676,3,184,1,18.0,0,0,335,7.775,124,2,0
170,3,391,1,28.0,0,0,65,56.4958,124,2,0
595,2,120,1,37.0,1,0,526,26.0,124,2,0
778,3,189,0,5.0,0,0,363,12.475,124,2,1
781,3,35,0,13.0,0,0,179,7.2292,124,0,1
552,2,596,1,27.0,0,0,125,26.0,124,2,0
358,2,214,0,38.0,0,0,110,13.0,124,2,0
846,3,0,1,42.0,0,0,472,7.55,124,2,0
349,3,144,1,3.0,1,1,471,15.9,124,2,1
400,2,659,0,28.0,0,0,118,12.65,124,2,1
300,1,54,0,50.0,0,1,489,247.5208,32,0,1
858,1,155,1,51.0,0,0,20,26.55,100,2,1
860,3,541,1,28.5,0,0,151,7.2292,124,0,0
291,1,48,0,26.0,0,0,76,78.85,124,2,1
651,3,436,1,28.5,0,0,307,7.8958,124,2,0
711,1,416,0,24.0,0,0,486,49.5042,71,0,1
622,1,353,1,42.0,1,0,44,52.5542,82,2,1
708,1,100,1,42.0,0,0,484,26.2875,101,2,1
385,3,536,1,28.5,0,0,311,7.8958,124,2,0
451,2,685,1,36.0,1,2,470,27.75,124,2,0
137,1,466,0,19.0,0,2,43,26.2833,91,2,1
864,3,583,0,28.5,8,2,476,69.55,124,2,0
457,1,432,1,65.0,0,0,59,26.55,106,2,0
23,3,424,0,15.0,0,0,241,8.0292,124,1,1
20,3,414,0,28.5,0,0,156,7.225,124,0,1
790,1,246,1,46.0,0,0,495,79.2,38,0,0
84,1,110,1,28.0,0,0,22,47.1,124,2,0
260,2,511,0,50.0,0,1,98,26.0,124,2,1
292,1,71,0,19.0,1,0,51,91.0792,27,0,1
110,3,440,0,28.5,1,0,389,24.15,124,1,1
371,1,259,1,25.0,1,0,46,55.4417,111,0,1
725,1,117,1,27.0,1,0,40,53.1,117,2,1
487,1,306,0,35.0,1,0,78,90.0,74,2,1
498,3,598,1,28.5,0,0,473,15.1,124,2,0
700,3,307,1,42.0,0,0,292,7.65,119,2,0
43,3,360,1,28.5,0,0,329,7.8958,124,0,0
458,1,350,0,28.5,1,0,71,51.8625,84,2,1
211,3,8,1,24.0,0,0,539,7.05,124,2,0
128,3,403,1,24.0,0,0,450,7.1417,124,2,1
619,2,60,0,4.0,2,1,97,39.0,123,2,1
444,2,547,0,28.0,0,0,99,13.0,124,2,1
386,2,160,1,18.0,0,0,523,73.5,124,2,0
9,3,330,0,27.0,0,2,290,11.1333,124,2,1
767,1,88,1,28.5,0,0,17,39.6,124,0,0
684,3,238,1,14.0,5,2,474,46.9,124,2,0
875,2,3,0,28.0,1,0,480,24.0,124,0,1
226,3,65,1,22.0,0,0,517,9.35,124,2,0
249,1,61,1,37.0,1,1,42,52.5542,88,2,1
593,3,188,1,47.0,0,0,442,7.25,124,2,0
761,3,218,1,28.5,0,0,355,14.5,124,2,0
343,2,135,1,28.0,0,0,135,13.0,124,2,0
596,3,668,1,36.0,1,1,262,24.15,124,2,0
763,3,45,1,20.0,0,0,163,7.2292,124,0,1
16,2,285,0,55.0,0,0,129,16.0,124,2,1
230,3,376,0,28.5,3,1,401,25.4667,124,2,0
244,3,404,1,22.0,0,0,550,7.125,124,2,0
773,2,401,0,57.0,0,0,521,10.5,116,2,0
478,3,86,1,29.0,1,0,268,7.0458,124,2,0
70,3,354,1,26.0,2,0,234,8.6625,124,2,0
564,3,603,1,28.5,0,0,546,8.05,124,2,0
578,1,602,0,39.0,1,0,58,55.9,108,2,1
520,3,516,1,32.0,0,0,319,7.8958,124,2,0
80,3,176,0,30.0,0,0,363,12.475,124,2,1
739,3,311,1,28.5,0,0,294,7.8958,124,2,0
787,3,610,0,18.0,0,0,209,7.4958,124,2,1
616,2,283,0,24.0,1,2,89,65.0,124,2,1
11,3,590,0,4.0,1,1,518,16.7,124,2,1
377,3,366,0,22.0,0,0,454,7.25,124,2,1
29,3,483,0,28.5,0,0,245,7.8792,124,1,1
399,2,499,1,23.0,0,0,123,10.5,124,2,0
689,3,197,1,18.0,0,0,340,7.7958,124,2,0
271,1,99,1,28.5,0,0,37,31.0,124,2,0
882,3,412,1,33.0,0,0,332,7.8958,124,2,0
238,2,137,0,8.0,0,2,465,26.25,124,2,1
1,3,87,1,22.0,1,0,433,7.25,124,2,0
573,1,200,1,36.0,0,0,483,26.3875,102,2,1
667,2,94,1,25.0,0,0,104,13.0,124,2,0
284,3,174,1,19.0,0,0,443,8.05,124,2,1
889,3,331,0,28.5,1,2,565,23.45,124,2,0
391,1,111,1,36.0,1,2,27,120.0,41,2,1
530,2,292,1,23.0,2,1,201,11.5,124,2,0
568,3,503,0,29.0,0,4,333,21.075,124,2,0
173,3,326,0,1.0,1,1,290,11.1333,124,2,1
848,3,411,1,35.0,0,0,302,7.8958,124,0,0
118,2,664,1,29.0,1,0,41,21.0,124,2,0
237,2,296,1,44.0,1,0,170,26.0,124,2,0
742,1,115,1,36.0,1,0,76,78.85,56,2,0
602,3,617,1,28.5,0,0,303,7.8958,124,2,0
826,3,199,1,28.5,0,0,375,6.95,124,1,0
392,3,314,1,21.0,0,0,338,7.7958,124,2,1
283,3,708,1,16.0,0,0,264,9.5,124,2,0
721,2,262,0,6.0,0,1,131,33.0,124,2,1
430,3,534,1,32.0,0,0,541,8.05,96,2,1
823,1,546,1,38.0,0,0,81,0.0,124,2,0
313,2,363,0,26.0,1,1,142,26.0,124,2,0
497,1,192,0,54.0,1,0,379,78.2667,83,0,1
186,1,567,1,28.5,0,0,28,50.0,9,2,0
31,1,666,1,40.0,0,0,501,27.7208,124,0,0
289,2,303,1,42.0,0,0,112,13.0,124,2,1
282,3,491,1,28.0,0,0,287,7.8542,124,2,0
4,1,215,0,35.0,1,0,39,53.1,46,2,1
372,3,693,1,18.0,1,0,210,6.4958,124,2,0
835,3,12,1,18.0,0,0,90,8.3,124,2,0
183,3,28,1,9.0,4,2,279,31.3875,124,2,0
190,3,661,1,36.0,0,0,324,7.8958,124,2,0
643,3,614,0,2.0,3,2,286,27.9,124,2,0
885,3,643,1,25.0,0,0,545,7.05,124,2,0
583,2,177,1,54.0,0,0,192,26.0,124,2,0
148,3,203,0,9.0,2,2,566,34.375,124,2,0
631,1,49,1,80.0,0,0,185,30.0,5,2,1
610,1,600,0,40.0,0,0,492,153.4625,48,2,1
338,1,93,0,41.0,0,0,66,134.5,107,0,1
317,2,339,0,24.0,1,0,127,26.0,124,2,1
81,3,676,1,22.0,0,0,260,9.0,124,2,0
782,1,168,0,17.0,1,0,74,57.0,18,2,1
168,3,616,0,45.0,1,4,286,27.9,124,2,0
132,3,130,1,20.0,0,0,537,7.05,124,2,0
592,1,635,0,52.0,1,0,379,78.2667,83,0,1
364,3,27,1,35.0,0,0,538,7.05,124,2,0
799,3,308,1,30.0,0,0,177,7.2292,124,0,0
49,3,589,1,28.5,2,0,162,21.6792,124,0,0
225,1,304,1,38.0,1,0,78,90.0,74,2,1
241,3,706,0,28.5,1,0,165,14.4542,124,0,0
807,1,23,1,39.0,0,0,11,0.0,11,2,0
216,1,464,0,31.0,1,0,351,113.275,89,0,1
479,3,341,1,22.0,0,0,346,7.5208,124,2,0
841,3,7,1,20.0,0,0,543,7.925,124,2,0
709,1,128,0,22.0,0,0,31,151.55,124,2,1
316,3,470,0,26.0,0,0,289,7.8542,124,2,1
876,3,454,0,15.0,0,0,167,7.225,124,0,1
207,3,36,1,32.0,1,0,213,15.85,124,2,0
258,1,122,0,30.0,0,0,0,86.5,35,2,1
99,2,172,0,34.0,0,1,100,23.0,124,2,1
574,3,346,0,28.5,0,0,62,7.75,124,1,1
789,3,163,1,1.0,1,2,457,20.575,124,2,1
563,2,473,1,28.0,0,0,86,13.5,124,2,0
521,1,524,0,30.0,0,0,53,93.5,34,2,1
213,3,522,1,22.0,0,0,436,7.25,124,2,0
437,3,202,0,21.0,2,2,566,34.375,124,2,0
293,2,384,1,36.0,0,0,534,12.875,77,0,0
562,3,608,1,40.0,0,0,327,7.8958,124,2,0
828,2,406,1,1.0,0,2,520,37.0042,124,0,1
189,3,80,1,40.0,1,1,364,15.5,124,1,0
101,3,529,0,28.0,0,0,322,7.8958,124,2,0
347,2,621,0,40.0,0,0,223,13.0,124,2,1
698,3,450,0,28.5,0,0,354,7.7333,124,1,1
322,3,158,1,27.0,0,0,306,7.8958,124,2,0
311,1,275,0,24.0,0,0,47,83.1583,60,0,1
59,2,684,0,5.0,1,2,470,27.75,124,2,1
203,3,322,1,34.0,0,0,208,6.4958,124,2,0
394,1,465,0,23.0,1,0,351,113.275,89,0,1
117,3,141,1,70.5,0,0,383,7.75,124,1,0
69,3,18,0,17.0,4,2,214,7.925,124,2,1
330,1,289,0,16.0,0,1,6,57.9792,16,0,1
68,3,146,1,19.0,0,0,525,8.1583,124,2,0
786,3,261,1,25.0,0,0,391,7.25,124,2,0
499,1,11,0,25.0,1,2,31,151.55,52,2,0
36,1,298,1,42.0,1,0,34,52.0,124,2,0
174,3,609,1,21.0,0,0,551,7.925,124,2,0
224,3,463,1,28.5,0,0,315,7.8958,124,2,0
278,2,509,1,28.5,0,0,113,0.0,124,2,0
690,1,402,0,15.0,0,1,119,211.3375,28,2,1
130,3,186,1,45.0,0,0,271,6.975,124,2,0
452,3,251,1,28.5,1,0,410,19.9667,124,2,0
268,3,525,1,25.0,1,0,283,7.775,124,2,1
873,1,108,1,33.0,0,0,414,5.0,30,2,0
636,2,161,0,28.0,0,0,109,13.0,124,2,1
666,2,287,1,32.0,2,0,523,73.5,124,2,0
890,1,64,1,26.0,0,0,7,30.0,50,0,1
105,3,248,1,37.0,2,0,211,7.925,124,2,0
178,1,310,0,50.0,0,0,496,28.7125,58,0,0
545,1,175,1,50.0,1,0,516,106.425,70,0,0
681,3,528,0,28.5,0,0,243,8.1375,124,1,0
477,2,545,1,34.0,1,0,218,21.0,124,2,0
360,3,437,0,28.5,0,0,247,7.8792,124,1,1
259,1,677,0,35.0,0,0,510,512.3292,124,0,1
737,3,205,0,48.0,1,3,566,34.375,124,2,0
463,1,221,1,47.0,0,0,5,38.5,113,2,0
508,1,85,1,28.5,0,0,9,26.55,124,2,1
